id,commentText,Labels
Ugz_FOGm-gXMv-ksTkR4AaABAg,Bahutt bahut bahutt Sara thanku apko.,1
UgzQKvNN-GKZVJXtRgV4AaABAg,"Mam,we r really greatful to watch your receips",4
UgzEo39OuEk3-dEN7Fd4AaABAg,Actually to easy n very sweet n simple explaination,4
Ugw_VBv14m5hFjYFBqF4AaABAg,Itne tasty milk shake ??.... I will definitely try... Thanks mam,5
UgwKLDhBllhSRtLZ4wt4AaABAg,6 different milkshake very excellent for summer special drink it thnx so much nice video mam,5
UgziA4KamtPLxB17_-d4AaABAg,Wow awesome mam thanks for this recipe ??????,5
Ugwg_G4FzOvGAHF3_Dx4AaABAg,Cool..refreshing n tasty.prfct fr summer..tx maam....cooking is ur god gift...keep it up.,5
UgwEVZ2EpCnvej7LTH94AaABAg,"What did you do with six milkshakes after the shoot? How many times u have to wash the blender? U are so hardworking, u inspires me. Thanks",5
UgzXKtInnmY4XhlJwOl4AaABAg,Superb .....thanx....,5
UgwcW76jUR5GLjdt_j14AaABAg,Ma'am which jar is this? All shake recipes are really cooool ??,5
UgzPIf10Ot5xvI1jk4F4AaABAg,Aap mahaan ho didi ??,4
UgzVkhZd3W3TDdFEArB4AaABAg,Thank you so much for this receipe ??????????,1
Ugw_0R2e7N5UOpf8-rZ4AaABAg,thanku mam.....??,1
UgwQFBNj0a6G-eyXsxN4AaABAg,aapki sabhi resipe achi hoti h kavita mam,4
Ugwods642nluRdtuoy14AaABAg,Very very nice kabita ji????????,4
UgxD_VnPV_gf8Q5xSWx4AaABAg,Great chef.kabitaji.,4
UgzWeuLY83FrWWSQwg94AaABAg,Brilliant dear..... u r very innovative person.... which blender u have used in this video?,5
UgxJjlqJbN6SK7fItot4AaABAg,Its really nice thank u so mch i will try this,5
Ugx0Amock18qoy9VVKJ4AaABAg,"U are so hardworking, u inspires me",4
UgyxDYcozplLn3nFw0B4AaABAg,Waw superb di,4
UgxoeUDEvf9XhdXqPVJ4AaABAg,Very nice ...ur blender jar brand name ?,5
UgwT9jIeVF4c_TeUXv94AaABAg,thank u kabita ji very tasty I will try,5
UgwNrUubQPIlBajvH1V4AaABAg,Very nice di. Can you please tell me which blender you are using?,5
Ugxl0SJFvvM7aNyFahN4AaABAg,Thank you mam,1
UgzQzwtJzhXdMEJbegt4AaABAg,Amazing. ..thnx didi??,5
Ugy1DQLke_hK51LQJp54AaABAg,You are genius,4
Ugw0o1PAanybUjPXPfd4AaABAg,"Thanku 
I will try this",1
UgzucFQZ8IUvhDzC_hx4AaABAg,I will try all of them......thank you mam......you are just amezing.????????,5
UgwHwmOrwME1b8olQ_B4AaABAg,you are just amezing,4
UgwwqJXPPW6Zcqe_TWl4AaABAg,Great..??,4
UgweLcqlYskffbDTtUx4AaABAg,Wow kabita its great ....,4
UgwOHXy20nZocy_i2tB4AaABAg,Thank you Kabita didi. I love this milkshakes.?????????,1
UgwKmIxehRYeeNTRj754AaABAg,Very nice Didi... love ur videos,5
UgwxDTzG3Gv3gXXJwIF4AaABAg,????thanks,1
UgyI8p9E3fj0ySOtVlN4AaABAg,"So refreshing ma'am, without the use of ice cream too, thanks ??",1
UgyIxVkYzfl-B90X94x4AaABAg,Amazing recipe @kabitas kitchen....u r very talented ma'am and ur recipes are too good and easy to make,5
Ugxd5WWYfkEYis7oO2t4AaABAg,Thank u ??,1
Ugxi_Ba98XLEn7Ku29V4AaABAg,Really u r awesome,4
UgzmzUtwTX9EiWA9_lV4AaABAg,"Nice one kabita ma'am loved this recipie.....
All your recipies r great .....
Loved it......u r great
There is magic in your hands....
Loved all your recipies...keep making recipies like this ..... 
:)",5
UgwGFHoqbMlvF_6RxtZ4AaABAg,I really like you and your recipes kabita ji ????,5
UgzteUlv9aK6Eshoi9R4AaABAg,"Wowwww very nice



But jo apne mixed kiya h wo hum apne mixer ma mixed kar sakte h",5
UgxUQNiu-486ZLvOoBp4AaABAg,Hmari summer to happy ho gyii mam.....thanks a lot...????,1
UgxArvWl-tgLkXlSCyp4AaABAg,"Yummy milkshakes ma'am...nice and simple decorations on it???? I just wanna have one glass of chocolate milkshake..??????

Ma'am I have only two recipe request for you. Please try to post it.?

1. Eggless lava cake
2. Chocobar icecream",5
Ugz8k45g08mtk6pzBM94AaABAg,"Very nice, Mai v try karungi Thanks Kavita ji",5
UgxvT_RZxNQzopTmUu94AaABAg,Nice Mam ! Keep up the good work ;),5
UgzEil4yOzOefOCgQ_N4AaABAg,I loved these . No one has even tried chikoo milkshake before. I will surely try. Thanks you,1
Ugy-pQa7OJmwgU-MxQd4AaABAg,Every weekend one milkshake done... Thanks a ton for super delicious recipe kabita ji,5
UgwOlxnLJ3f3q1tH9cN4AaABAg,Thank you so much love it,1
UgxZBDntg1HsEddMbXd4AaABAg,"Superbbbbb 
Very easy n testy ????????",5
UgzeTzjDbbsAn-UJEcF4AaABAg,Wow.....super dear.thanku??????,5
Ugwkp7ci8KpHTpoT1Px4AaABAg,U r my favourite... Ur recepie means FATAFATI,4
Ugxbpc8IL_khvDpZdz94AaABAg,"Hi Kabitaji, thks for very easy method of making milk shake. Will sure try it. Love u loads ???????????????????? U r the best ????",4
Ugwf48dRkvFFyYAVz4V4AaABAg,Will try surely?? Thank you for the recipe??,1
UgzyBHIbfd_RFuwBdb54AaABAg,Thank you mam mujhe to shake ni pasand pr mere husband ko bhot pasand unke liye bnaungi,1
UgxXMAByZVhSV_nYROl4AaABAg,Im priya..Wowwwwwww... Super testy Dii. Ar mujhe chocolate milkshek bht jyada pasand h.. I try this milkshake.. I luv u & ur recipe always tooo gd,5
UgwiVINokyZqnAit34R4AaABAg,I use this recepie in my holy month RAMAZAN so thank u mam ??,1
UgwvOi3mgKkpVcr8x7d4AaABAg,I M big fan of U,4
UgzEfVYRJx9rj6eq1ox4AaABAg,Isme unlike karne wali koi bat hi Nahi hai.... Thanks for sharing,1
UgxPrUthtTXoqTlpTyZ4AaABAg,Thanks kabitaji..Nice video..,5
UgyAxmKcp0zzUmrbt1t4AaABAg,Thank you mam,1
Ugy1NMzlQYE7UcgSegJ4AaABAg,I lv ur all vdo,4
UgwWPAYlghaVcxZEgfN4AaABAg,"Thank you for the recipes, the apple milkshake sounds good I also wonder where I can find chikoo here in the US",1
UgwGdAOZimD-bAl0IaN4AaABAg,Kitne easy tarikese Karte he ap sab.. really nice??,5
UgyFVDpMqseNFhQX7-x4AaABAg,"?????? Wow! Amazing ????
U r superb Mam ????",5
UgwFvXujTAgSA4OFuCp4AaABAg,Waooooo superb it's yummy ?? thanku mam,5
UgwbtJd6x_HHTSQ7AXJ4AaABAg,Definitely going to try this........I tried your most of recipes being a 12 year old girl ...... love your recipes??????,4
Ugxzb8iA803nFM2kDH14AaABAg,Superb jroor try krungi lots of thanks Kabita ki,1
Ugwio3gE8cMtCckMMDx4AaABAg,Thanx kabitaji????????????????????,1
Ugwz6T7af6fSS2rQXxF4AaABAg,Thanks ......I will tri it...very nice ??,5
Ugw7UiPhyIuimO-qlQ54AaABAg,Wow...mango mera fav hai maam...maine try kiya...bahut yummy hai...wow....thanku so much....love from kerala??,5
UgxwxAcPyCRe1EZ3Ovd4AaABAg,"Mam how to make sprinkles and chocolate sprinkles 
By the way nice video mam",5
UgyB7HlAdAfrLHIVnjt4AaABAg,Really you are very talented.........,4
UgyPpruKHmiyq0cqA-t4AaABAg,Nice ???????????????? aap jesi recipie koi nahi Bata sakta,5
Ugwi1vQUrz1KR-p5-P54AaABAg,"U r the best mam.
No one like u.",4
UgzK0ZHWMCF6no0VszV4AaABAg,Suprbb mam itss look yummy....taste v bhtt acha hoga definitely because apko recipe hotii hai bhtt achii mahhh kitchen queen ?? love u mam ...,5
UgwfcUpRhqvH5ytqwml4AaABAg,"Yeah, I liked it before watching...
Thanks di for the fabulous recipes...",5
Ugwp6OHuWO555qTZs-h4AaABAg,you are the best chef in this world,4
UgxICSOgSJnuZBCr88F4AaABAg,Wowww...supeerbbbb...will try for sure...thank you SISTA..god bless uhh.. t?????,5
UgyHF7WcogWTp628GC94AaABAg,Thnq u so much mam??,1
Ugwua1ouqgdX7CEUV-d4AaABAg,Nice mam,3
Ugw6xi4m1BiTjlsB_M94AaABAg,Nice recipe ??,2
UgzIxjCI_rVVvyHgcbV4AaABAg,English subtitles sis .,6
Ugwwja0kJZFT_MGjG9J4AaABAg,Aalloo keaa,6
Ugwc_Noz6LloZeNxytd4AaABAg,Is it ok if we add boiled peas?  Plz reply me,7
Ugzs6v1evq_hE_j-axh4AaABAg,I have everything but a pressure cooker. Can this be made without the pressure cooker.,7
UgwrO0x2YvoA3oO4Mtp4AaABAg,u have added whole kitchen mam keep recipe authentic and simple,6
UgzI9mMdndOxbuJ6eFR4AaABAg,Aagar aapko ye recipe aachi lagi toh mere massage ko like kare,6
UgwhDYaB8UVx1nW_uah4AaABAg,Kya main isse without pressure cooker bana sakta hoon? I don't have a pressure cooker.,7
UgyT-lk5W0CzzXMQSNd4AaABAg,i just made it and it was my first time making chole. it tasted like my mom use to make. thank you for this recipe.,1
UgxoEuI8eMQC2CAnSfh4AaABAg,V nice,3
Ugydh0cXUutuexDBAYR4AaABAg,Aww Ur son is so sweet MashaAllah,6
Ugy8yYRN3tqvCYT-rSh4AaABAg,ma'am .You got a new fan.,4
Ugy-aN0MklF2bbOsOKF4AaABAg,Wow such a easy way thank u so much kabita ji,5
UgzIWy0fqa5WGe935-Z4AaABAg,I can try this repice mam,6
UgykdnPpwOm0DV4MEGV4AaABAg,"Thanks Kavita ji. Since I'm a Induction cooktop based living being, this really really simple recipe is time saving for me. Keep posting such ""Easy Recipes "" for people like me. Thanks again.",1
Ugz86_fumwHRcMimVHd4AaABAg,Thank you i made it it wass very tasty,5
Ugxm0TWqkFvE27cSEf94AaABAg,"You make awesome dishes, which are easy and very tasty, really like your style of cooking and I follow it too. Thank you so much",5
Ugx04dTOsoAoctyFSt14AaABAg,He is your child,6
Ugxi87lZcMNYA3Tcdut4AaABAg,Your all recipes are so simple and yummy. I like your style and cleanliness of your kitchen .,4
Ugz01KQIrSkLYkib4cF4AaABAg,Reply mam...?!!!,6
UgykNLVmzLcG39k9lGV4AaABAg,Chikpeas ko night soaked nahi kiya tho kya ham ise cooker me 3 whistles par pehle hi cook kar sakte hai kya...  Reply mam,7
UgzVO0SsRFo_RNdBRuV4AaABAg,"In place of water, i add black tea, it gives lovely color & taste",6
UgxjfKYIirhDBuBpPjh4AaABAg,Very nice,3
UgwLkJXQPQuL5WG-8j14AaABAg,Thank You so much for this recipe. ,1
UgykX2Ll5Pa-qjjPHxd4AaABAg,Mam kya ham red chilli powder ke jagha green chilli use kar sakte hai,7
Ugy09zv8cF9L0CU8K_V4AaABAg,So boring,6
UgyKGpWHKUNW4SjCF514AaABAg,Saas sasur ki seva karna sabse bada punya hai shaadi ke baad,6
UgwXnPqRptOEzVmsCVV4AaABAg,Namak to dala hi nahi aapne,6
UgzeAKgFuCmlLQMw2qV4AaABAg,I'm ansifa mother very very nice molu👌👌❤️,3
Ugy3bYL0wXWq3Lb_m5B4AaABAg,U and ur son is sooo cute 😌 😌,4
UgzrP4vvaDj8cIxiybZ4AaABAg,Beta bahut pyara hai,6
Ugwyqtajmb2fvV-9Kk54AaABAg,ur granishing style is aswm....,4
UgxqLyW7ZcNijGSmWlR4AaABAg,Cutie pie 🥰,4
Ugw2fUQ2pM9ADgbomKR4AaABAg,Delicious...very nice....thanx.,5
UgycJP4pchcHxjL3aQZ4AaABAg,Your son is a copy of you,6
UgwFTYd-iTsKv9t085h4AaABAg,Air india air oster same voice,4
UgzIfZQdWf-KyRzfInV4AaABAg,"Kabita I'm telling you, your recipes are fabulous,brilliant.l'm not having any words to say you. 😋😋🙂🙂",4
Ugx6c5ORSFR1FL2sxTB4AaABAg,Thanks a ton:) explained very well,5
Ugw840bq92PsJqNC8wN4AaABAg,Kya kamal ka recipe hai aaj raat ke khane mai yahi banaunga...... Thank you very much for this recipe ma'am,1
UgyxNIOYKPZx2g0tTQl4AaABAg,Thanks for the recepe😀👍🏽,1
UgwMcnusndQool9o3j54AaABAg,## nice video I am gonna try this😍,3
UgzDUr3579IDq-y0gG14AaABAg,Aap bargar ki disdo,6
UgymGO7poov2RingAMF4AaABAg,Ham khana bana aap se shik  te hai,6
UgwQMtCUP93oIdiWOMJ4AaABAg,"Hi kabita ji,, yesterday I tried ur recepie of chole masala really it's very yummy.🤗😋.. Thanks a lot for the good recepie..😊😊",5
UgzGf2UQY_KUnQmAcfF4AaABAg,Thanks,1
Ugxy6tfEcpmXw2HUJq14AaABAg,didi aapka voice bahut pyaara he,4
UgyrCANzwGvAQmxELzB4AaABAg,Thanks 😊,1
UgznJ4wArrVBKRLNEsx4AaABAg,Kabita...dear..m from Kerala.. love your recipes...:-),4
UgzcVlB54eHTKKZYWNp4AaABAg,Tq 👌👌,1
UgwYR5GH4A06Q4I_J-J4AaABAg,"Didi aapke kaaran i am able to cook indian food in canada😄😄. 
Thankyou so much.
Your videos are awsome.",5
UgxIQjCYNi1DEV4VBoJ4AaABAg,i made this today...so yummy😍,2
Ugz-n-WQbfuGM1nhOvN4AaABAg,he is just like my brother😍,6
UgwzPmkcsl-I8j34OQV4AaABAg,Ur child is very loveable.....Recepie wow...Thank-you fr sharing....,5
UgwIimiYIBmL0Osx8Yd4AaABAg,U r the best,4
Ugw_rxRBYdQjxP-JN-94AaABAg,Tamoto sauce use Kar sakte hai?,7
UgxwH9qTx2Jz4I59bXd4AaABAg,Kabita ji kiya main es chole ko kadai main bana sakte hoon,7
UgxLRcWyXwqOAxixBPB4AaABAg,Thank you..I tried it..Recipe tastes great..👍,5
Ugyt8Lk1o4wGUMT8olB4AaABAg,Nice,3
Ugze9V5UazY9Va6T9CR4AaABAg,"Awsm recepie....i tried vry yummy...
thnkeww soo much di",5
Ugxt8miV349XVGAdNYp4AaABAg,Wow very testy 😋😋😋,5
UgyBCIcxsPx1C41A14J4AaABAg,"Thank you so much .... Maine banayaa aur itnaa jyaadaa testy ki agar aap bhi khaa leti naa too bolti , waaaaahhhhhh kyaaa baat hai .... आभारी,  धन्यवाद,  हृदय से धन्यवाद,",5
Ugwbkdo9JRTsqN7EWBR4AaABAg,Kabita mam ur recipes are super I always try them and all have turned 😋,4
UgwVInbVrmQlHiYEpvp4AaABAg,that kid made my day :D,6
UgyMcnbjHA475c1aTyh4AaABAg,good going.. i'm a beginner..,6
UgxolJYo0lgRBcl3Ah94AaABAg,Apka son hai ye so cute,6
UgyhUtrPf8NBZcXaSGd4AaABAg,enjoyed the intro part of the video!,6
Ugz7Q1QWc6vErt319uN4AaABAg,Awesome,3
UgyOIqa8fB_9YooP3YJ4AaABAg,nice mam mai try ki bhut hi testy bna👌,5
UgxrA9VJMk2uvVal3RB4AaABAg,Kitni cute kadahi hai apke pas.,6
UgxPbmOfyBz_8QUyLsN4AaABAg,Mam aapka bacha to aap hi ke jaisa hai,6
Ugyak4RxADkYTqHkUhx4AaABAg,Too good recipe it is awesome thanks kabita mam main aj banayeh bahut acha bana,5
UgxnTO-NOREuOFmQULd4AaABAg,The recipe is amazing,2
UgzEzL-9JNdOi_YUVU14AaABAg,Hii di awesome recipe I tried it,2
UgzUHcCGc_iUCbGOush4AaABAg,nice,3
UgwVNp_NURFM7hYNYZl4AaABAg,Chole ketna  hour  tak  bhigana  hai di,7
UgzcMELwXraLh5FyqK14AaABAg,"Your little one is the highlight of this one !!!! Soooo cute ! 
Blessings to your family !!!",6
UgyI4CqPzqN-NoVrGAp4AaABAg,Hii Sis..Love frm Tamilnadu 🙋‍♀️😍,6
UgwbflbOc5wasjLcq454AaABAg,Hi kabita mam your voice is very sweet n lovely I like your all receipes is easy n tasty n your way of talking,4
UgwgBxLAQnmMWvUOFJR4AaABAg,Too cute!  SuperMan will help too👍,4
UgyVeSAEkDKAOPLsMDt4AaABAg,Aapaka beta bahut natkhat h,6
UgzAARN6p5mVq_148uh4AaABAg,I love your kid.. so sweet..  God bless him,6
UgyvY58bCST_3nh2yOp4AaABAg,Awesome recipe,2
UgyoR8sYHQyRY2Tbr-t4AaABAg,Delicious,2
Ugyk8OsyQhhv3fWxlaB4AaABAg,Aapka beta bahut cute h love you beta 😘😘😘😘😘,6
Ugw9Qz-WRnSaY4XBpol4AaABAg,thanks.,1
Ugz97IPpb6wizkGTkUJ4AaABAg,Nice recipe di,2
UgysqUs9Y2tSCjcDNH94AaABAg,Hello beauty queen very nice cooking,4
UgyVbQBhJ2xHK6LstYR4AaABAg,I tried this recipe....awsm...thank you...💐🤗,5
Ugz_AfTzM1nRcXebkkB4AaABAg,nice cooking style 😁😁😁😁😁,4
UgwM4mFBLqNI9W5teuB4AaABAg,Very tasty mam,2
UgxbvuaXkYyOn0FkhDd4AaABAg,very nice recepie... I tried it and it came out just wow!... trying it for first time in life 😊,2
Ugz7GOf7uuBkHSmmNkx4AaABAg,Anyone 2019 ?,6
UgzOBzldPqp9Av663SF4AaABAg,"4.1 M subscribers ???? o.O
I have only 1 subscriber after 3 vlogs :D really wanna meet that legend :D
Appreciations from PAKISTAN.",4
UgxBeZ2y6uwRYKEh6wh4AaABAg,Ur son is so cuit,6
UgxaCOhXldbvTY3eQYV4AaABAg,Hello kabita mam meri nayi nayi shadi hui hai ... Aapke vaje se hi cooking sikhi hai..thank you so much mam thank you... Mere husband ko meri banayi hui sari cheeze pasand hai.. ty mam...,1
Ugzk8mYhJxXu_RAnP_l4AaABAg,didi batao please,6
Ugy83N6QpZ-i-8Wjp6R4AaABAg,Hello mam kaise h ap i love ur all  recipes mam,4
Ugx5Xa0NaeN6P7SjRAZ4AaABAg,Yummy 😋😋😋😋,2
UgyfxvxWJBbTRHqqFpJ4AaABAg,Anyone in 2019,6
UgySZCyaplQ16RpIIUt4AaABAg,Nice video,3
UgxKg5e6N_KIfjHB0t94AaABAg,Bilkul  acchi nhi bani .. akhir me cholon k upar oil aa jata h wo to bataya hi nhi,6
Ugx47x8Vy9M2GuOIrp14AaABAg,Thank you mam ,1
Ugz7Ff3oSm4ZykOyi994AaABAg,Sunday pakka banao gi❤❤❤kabita ji anaya kaisi hai cute lgti h,6
UgzzhpL2wfcFo-Wl_vJ4AaABAg,"Hi kabita, I am Sridevi Mudre from Mysore. I  try most of your veg recipes .they taste wonderful. But this chole was out of the world.Thank you.",5
UgyFBl97ae8XgTA-1GN4AaABAg,Mem muje ye btao ki kitchen king masala kb daly esme plz jrur btaye,7
UgyOJ2oRySPLisSBHSR4AaABAg,Very tasty,2
Ugzd8GOSDh_dC5N31T14AaABAg,Very tasty recipe ... I made it and it did taste awesome... I will be making it for my upcoming potluck party... Thanx a ton Kabita..,5
UgxtzNwepqWWOPY4S714AaABAg,hi kabita! nice recipe! I'm going to try it. ,2
UgwrJcKEsj9CRIAxSNl4AaABAg,Hi to superman,6
Ugybwcnw9_GpLl6FdS94AaABAg,Thanks mam,1
Ugx2TaJUtheS5w4E3Xh4AaABAg,M aap ki sari recipe banati Hoon,6
UgwhYPakxWglyeTKayJ4AaABAg,I dnt like masala I like simple dish without masala,6
UgznJGBKSXwAqRJzjDR4AaABAg,Thanks kabita  mam 🤗🤗,1
Ugx7ODS7SGKmCWUkq454AaABAg,if we dont have chole masala what to do ?,7
Ugyy5-70KLSn2CKz8dJ4AaABAg,Are u sure in 5 whistles chole vl be cooked?,7
UgxZFfL89UKaUKTpdTx4AaABAg,All nice recipes I m ur big fan,4
UgztCGuUuk886pxe1lZ4AaABAg,Maine to simple chije v apke through hi sikhi hai aj ja ri hu chhole bnane phle vedio dekh li thank you,1
UgzFlIomjQcoJk_oaZF4AaABAg,very nice,3
UgzVeEBgDhTZXG77Q7F4AaABAg,Awesome recipe!,2
UgxiXF_nu8gSotO6_GF4AaABAg,mere husband ki tarrif mili ..so much thx :),1
Ugw3tT3NBjTWdgrL4rJ4AaABAg,"Yummmmmmy
Very nice 👍",5
Ugx-JJMlUMCHPbyaiF94AaABAg,beta ma pe gaya ekdum😍,6
UgykLsJUOI4_tqHgl5p4AaABAg,I love it  mam,6
UgwYC6awrHqxwZ7TJRl4AaABAg,So tasty di .kl he banaungi,2
Ugzr7wWTJlhA4I7sBgt4AaABAg,Nice recipe,2
Ugx9x65S1wY0PjuwwSF4AaABAg,Thank you Kavita ji,1
UgyrSLcOQeSdm5IXSnl4AaABAg,thank you mere chole acche bane hai,1
UgzTs2GBCGmWuS0WMUF4AaABAg,finally ap chhole masale ki recipe me mile😂😂😂😂😁😀,6
Ugx6CoXNKDWT5GfRPoF4AaABAg,me do din se Soch rhi this ki Mene apko khi Dekha h ....aj yad Aya ki Mene apko AWAL sir ke video me tekh.😀😀😀,6
UgyeeVeNxlPChEMj1vJ4AaABAg,Yummy,2
UgyPVfOYAb3Hz2sBRRp4AaABAg,Hi Ma'am... thank you for recipe.... whenever I make chola I follow the recipe......... thank you again 🤗🤗,1
UgwhofxMjibWoojg2k14AaABAg,Thank u  SO  much,1
UgwWUyCAhAlwenVl99p4AaABAg,agar chole mai paani zada hojaye toh usko sukhayenge kaise ?,7
UgwpseVJmE2P0696rwB4AaABAg,thanks for it,1
UgwddSlhjsDBmexnGkF4AaABAg,now I will trying,6
Ugz7-HdgjWzES27WsBB4AaABAg,Very nice,3
UgzC84SKV7Ml92Ra39V4AaABAg,super test,2
UgyC5w6JDbHuItfCMzh4AaABAg,aap ka beta bahot shararate hai😁😀😊😃,6
UgxRYw-VjxhT9M4quep4AaABAg,Very very nice recipe.... Super,5
UgyTlJQzKQxm1CX0Cup4AaABAg,Kabita mam thank you so much😋😋😋😋😋😋😋😘😘😘⚘⚘⚘⚘⚘👏👏👏👏,1
UgxRYW0YIPPeBbsR92h4AaABAg,very tasty  thanks,5
UgxGjWt31G79GDe5ZL54AaABAg,Thank you..mam 😊😊,1
UgzEkKfHV0sB2DuHO394AaABAg,Bohot easy way me bataya. Har cheej u explained.,4
Ugy4QNJJ829uWqlM6hp4AaABAg,Ma. Which chole masala are you using ?,7
UgyfBr2GF7K5N9fSeYp4AaABAg,Nice recipe,2
UgzHTqAFBIoleisfeM14AaABAg,Very tasty....tq,5
Ugz_TGAUA2mAGgGHaR14AaABAg,Very tasty luv it,2
UgxwOc5oUKqpUOHDE794AaABAg,very nice mam,3
Ugwr3-fmH17z2zFzFtZ4AaABAg,looks delicious...I am going to try it tomorrow.,2
UgwhNu_5rhgG9woom_x4AaABAg,"What if we don't have Chole masala, right now. Any substitute?",7
Ugx677OaX7NpXRfynE14AaABAg,Thanks a lot.. ,1
UgytJMijww2nXQBMqd54AaABAg,I don't have a pressure cooker... can I cook this in a normal pot?,7
UgzybSsaAemchRAcYfl4AaABAg,How long does it take for the whistles to start?,7
UgywkVWQkixA3w1xus14AaABAg,Iss me aloo v to dal sakte he plz make a vdo with aloo,7
Ugy60Iof89QcfJGdXhF4AaABAg,Chicken se kuch new dish pls share with us,6
UgwKaLciT4RpJu_JdJB4AaABAg,Hello di mai aap ki sari recipe banati hu thanks di,1
Ugz1QlOGDUcb2YdZdPl4AaABAg,Very nice recipe,2
UgzoJwHVmGxrMDXztf14AaABAg,Good video,3
UgyCty2aGAIvJAhUUH54AaABAg,"I've just tried your recipe, it''s simply amazing! So tasty! Thank you",5
UgyQbcf6MjMPsyxwOyJ4AaABAg,Very nice,3
Ugzgsf3GNOc-IVF49Th4AaABAg,Nice aunty your recipe,2
Ugz-jhtafQ_tAub9lzp4AaABAg,Chole ko boil krna h phle ?,7
UgyRCEolpwC19I4MgWh4AaABAg,I will always appreciate you for your recipes,4
Ugy2nJHs_TEGy8bBYnB4AaABAg,why have you not added amchur powder into this receipe? its main ingredient in chana masala.,7
UgxmnhURSaEIxY-D2jN4AaABAg,"Thanks a bunch, I tried n it came out very well.. ",1
UgxowbQoQzD-2vEE1894AaABAg,Very nice,3
UgzW5jGsVRZiTM8fVjl4AaABAg,Nice,3
UgygFDkMLH5vCvnRLAJ4AaABAg,I think it will taste more nice if you fry tomatoes and then grind it,6
Ugz_oYC0ri7vIIYs-0t4AaABAg,Thanks di aaj maine dusri bar aap ki recipe try ki or bht delicious bni,5
Ugw9kbuI1CSHujXQpCl4AaABAg,Mam it turned too yummy,2
UgypMqX7Vrx_eFmfAdl4AaABAg,"It is very easy and simple 
thanks",5
Ugz11NznrRSaGuLQ3XB4AaABAg,Nice di,3
UgxrBf4Efl8Kd-sT2KF4AaABAg,1 kg ma pyaj tamter ki Matra ka idea bataoo,7
UgxhEuDUMrGVgM7Guqh4AaABAg,Hey Kabita sister if i don't have chola masala then what to do???,7
Ugywpav-0TINECKC3Gl4AaABAg,Aap bohot achhese sikhati hai receipe's .Its really helpful for new learners like me... I would like to know more receipes from you.,4
Ugz8I2QAzf0pQyZ9WRp4AaABAg,Thank u so much for the recipe,1
Ugw9h9MTMggHDyDt6et4AaABAg,"A.s
Wao mam thanks Mene banae ye recipe...it's so yamm",5
UgyACtMETJge9mbsrxF4AaABAg,you are my saviour.. ,4
UgwPswkPx7zBd7XFdhx4AaABAg,Nice,3
UgxBX-UzgEyFDcVlTnh4AaABAg,comedy hAi,6
Ugxpx2in9yfK-AitEtR4AaABAg,My choley  is so hard to cook even after 5 whistle,7
UgyKQFBb7eYyPkvJ5wd4AaABAg,Kitta hard he,6
UgzZe9Loqa5lpl0Sgz14AaABAg,Garam masala receipe please kabitaji thank you,5
UgxOCDLH6NQD07KLKw94AaABAg,Bina Namak Ke hi Paka leti ho,6
UgznPSZLXyh0eIyNhNF4AaABAg,Yaar baby aapka boht cute hai,6
UgzeuZDj1Oi9qV3nBh94AaABAg,Soooooooo tasty😊,2
UgwuTt5wP0nx9zeTCJ54AaABAg,Nice or easy ur all receipes 😍👌👌👌,2
UgwDx5WrMWh-Va-Fwuh4AaABAg,Bacche ki pitai kro ma'am 😂😂,6
UgwldkATkQXjezWxeaZ4AaABAg,"Kavita aapki sari dishes Maine try ki h,  Aur Bhut achi bni, . Thanks",1
Ugxb79LHoHmoXfL30bR4AaABAg,Cute son,6
UgxDztbaWaWB3i_6Usd4AaABAg,Tried it...loved it...😘 thanks mam 😁,1
UgytM8mfqav7ynZ4qi54AaABAg,Mam it's an outstanding recipe I tried it at home it turned out amazing thank you so much.,5
UgxmKudCVk7315jQvaF4AaABAg,Didi apka samjhane ka tarika or aap ka nature bahut acha hain,4
UgwXae90OLn_lnWyjst4AaABAg,Tasty mam thanks,5
Ugz_xQBIVwln1D16q9p4AaABAg,Thanks di  l will try it,1
UgzSPSs4SAYouIzwmDp4AaABAg,Di happy Diwali....di diwali ka vlog bana na plz dekhna he kese apne diwali enjoy ki,6
Ugz2DrkMplnAd0BuuAF4AaABAg,Very tastey  and easy,2
UgyohxW1_iWa6uKVo_94AaABAg,Waooooooo apne baht acche se samjhaya hai mam recipi ko😘😘😘😘😘😘,4
UgxxYR4AK5hwFWcTLRd4AaABAg,Apka chola hahahhahahhaha,6
UgxEMCKl5x3Se8OCe-l4AaABAg,Is garam masala important??,7
UgyyYCMtPDDaGfnpRnt4AaABAg,Telugu radahhhh miku madammm,6
Ugx4EnQhDcomlhiPws94AaABAg,Reply mammmm🙃🙃,6
UgxGEhT9MdQRahRtTVB4AaABAg,can i cook chole without pressure cooker,7
Ugwgx_-BhLMBkfdRz-V4AaABAg,osm mam,3
UgwHrJFfmy8dAo4DWUh4AaABAg,Mam I tried curry it’s came out very yummy 😘love u but I had a question in daily curry we can replace normal salt with himalayan pink salt for gud health purpose please reply mam😋😋😋,5
UgyJqiY6kCoqBOazBJN4AaABAg,Agar chalo masala na ho to,7
Ugyce1JiihggE6hvRx94AaABAg,Mm plzzz petha bhi bnaiye na mm muje petha bnana sikhna h,6
Ugwkosxqcj3uyyD5top4AaABAg,Thanks didi thanks you very much today I make this recipe,1
Ugy0HupRA8hCn0berbl4AaABAg,Good video😊,3
